,reviewTime,overall,reviewText,asin
15,"04 30, 2018",1.0,Worst shampoo Ive ever used.  Was mostly water.  I could not get a good lather.  Hair never felt clean after use.  I cannot understand why so many good reviews.  Will not buy again!,B00006L9LC
16,"04 28, 2018",1.0,"Made my hair brittle and dull looking, didn't do anything for the itch or dandruff.",B00006L9LC
17,"04 28, 2018",5.0,I received the shampoo because I was suffering from dandruff and I was like ok lets try it and I couldn't believe the result from only just one wash. it cleared out the dandruff without drying my hair out. My hair felt smooth and Fresh after just the first wash. I tried aveda spray before but it was useless and waste of money,B00006L9LC
18,"04 25, 2018",5.0,works great,B00006L9LC
19,"04 23, 2018",5.0,Suffered from itchiness under my hair for couple of years. This product cured the itchiness completely. I took some 4-5 drops of it and then massaged my wet head for a minute approximately. After 2 uses noticed a considerable difference. It definitely gets the job done!,B00006L9LC
20,"04 22, 2018",5.0,"Got this product for me and  my daughter. I can say 100% - it works superb on both, long curly and short straight hair.",B00006L9LC
21,"04 21, 2018",5.0,Cleansing properties are above any praise! Suprised by how good an all-organic product can be. Hair feel amazing after use.,B00006L9LC
22,"04 19, 2018",4.0,Good but kind of drying,B00006L9LC
23,"04 19, 2018",5.0,"My psoriasis has been a lot less irritated now that I am swapping in this shampoo to replace my other shampoo every other wash. Not only is my hair cleaner, but my psoriasis is a lot less flared up. I am very happy with this shampoo.",B00006L9LC
24,"04 17, 2018",5.0,Really good one my head feels really relaxed after chemical shampoos it's pretty big bottle.thanks for inventor.,B00006L9LC
25,"04 15, 2018",5.0,The best one Ive ever used!!!,B00006L9LC
26,"04 13, 2018",1.0,"Selenium appeared in my search results when I was looking for an organic anti-dandruff shampoo. I was super excited to see the 5 star review. I have been struggling with dandruff for past 6 years and I was really hoping this will make a difference, atleast keep the dandruff at bay for 2 days followed by a shampoo wash with Selenium. But unfortunately, it hardly keeps dandruff at bay. And to make it worse, it makes your hair super dry.",B00006L9LC
27,"04 7, 2018",5.0,I have a dry scalp and occasional dandruff. This product really helps! Leave it on for a few minutes then really lather it up and give your scalp a good scrubbing. It really works.,B00006L9LC
28,"04 7, 2018",5.0,"Was skeptical at first. The liquid is kind of runny. However, it is absolutely awesome performance wise. Hands down the best shampoo out there. Smells great, cleans hair great and stopped me from scratching my head after using this product for a couple of times.",B00006L9LC
29,"04 7, 2018",5.0,"Been looking for good shampoo that would work with my dry hair for a long time. Tried a lot of options. This is the one. Hair feels as clean as possible after use. Also, deals with dandruff problem easily. No more snowy shoulders.",B00006L9LC
30,"04 6, 2018",1.0,"This really dries out my hair and makes it feel even thinner than it already is. The smell is nice, but consistency is pretty much water. I honestly think most of the reviews are false ",B00006L9LC
31,"04 4, 2018",5.0,"It gets messy after the first few times, but clears out the head nicely. My son has no traces of eczema and very small amount of dandruff after less than two weeks of use.",B00006L9LC
32,"04 4, 2018",2.0,I really like using organic products and this product had awesome reviews. Ive been seeing a dermatologist for my psoriasis and received a much of topical cream and even steroid injections. So I wanted to go more oganic. It still didn't work and Ive used the whole bottle. It didn't even help improve it any bit. Im sure this may work for someone else but it didn't for me.,B00006L9LC
33,"04 2, 2018",1.0,Skin did not improve. Felt like using scented water.,B00006L9LC
34,"03 27, 2018",1.0,My product was not sealed and either used or something.. attached are pictures. Would like a refund please.,B00006L9LC
35,"03 27, 2018",2.0,Doesnt smell,B00006L9LC
36,"03 27, 2018",1.0,"Throwing it away, burned my scalp.",B00006L9LC
37,"03 21, 2018",1.0,"Awful. Zero anti dandruff properties. Comes out of bottle like water, so very easy to waste. Very poor lathering, requires large quantity to lather up hair. Vague smell, not bad but also not pleasant.",B00006L9LC
38,"03 20, 2018",2.0,"The shampoo is very watery, and I did not see too much of a difference in my dandruff.",B00006L9LC
39,"03 19, 2018",2.0,"I agree with several of the other reviewers. Feels as though Im just rubbing banana scented water through my hair and after I shower, my hair feels greesy (like when I don't use any shampoo) so I wonder if there is something fishy going on here. Read the other reviews and you'll noticed most of them have nothing to do with shampoo. DO NOT trust.",B00006L9LC
40,"03 15, 2018",5.0,"A really good gentle cleanser. Always leaves my hair feeling clean, and soft. Also virtually eliminated dandruff issues where other bigger named products consistently failed.",B00006L9LC
41,"03 13, 2018",1.0,"This product is a scam!  Not only does it have the consistency of water, but you need a tremendous amount for it to foam, as suggested in the instructions.  I have a shaved head and can see going through this bottle in a week or two at this pace.  To make matters worse, the my short hair was sticking up as if I had been electrocuted!  I'm going to try try this junk one more time and if I experience similar results, I'm going to try to return this trash.  BUYER BEWARE!!!",B00006L9LC
42,"03 6, 2018",1.0,"I bought this shampoo because the description stated it was gentle, for itchy, red and irritated scalp. I used it one time and it burned my scalp almost immediately! I bought two bottles and I am returning them both!  I honestly don't know how it get so many good reviews.",B00006L9LC
43,"03 6, 2018",5.0,Great smell and products.,B00006L9LC
44,"03 5, 2018",5.0,Love this product. It is the only thing that has worked on my flaky scalp. Not too heavy and the fragrance is pleasant in comparison to other products.,B00006L9LC
45,"03 1, 2018",3.0,Does not lather well and have not noticed a difference in my hair,B00006L9LC
46,"02 28, 2018",4.0,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week..",B00006L9LC
47,"02 23, 2018",5.0,"I bought this for my husband. Hed been having issues with dandruff, but most dandruff shampoos cause skin issues. He loves it. Its just great for his hair and skin aside from helping with the dandruff. It smells good, too. Great product. I highly recommend it and would buy it again if it were still available on the site!",B00006L9LC
48,"02 21, 2018",1.0,Arrived opened  and leaking all over the box.  Tried shampoo but didn't help at all.  Still so itchy.,B00006L9LC
49,"02 12, 2018",5.0,Came on time. She will love it!,B00006L9LC
50,"02 11, 2018",1.0,"Nope. It smells like artificial bananas, and this smell does linger. It's pure liquid, there is no thickness to it at all, it's like pouring banana water on your head that lathers. It does not help with an itchy scalp either (I have psoriasis). This shampoo neither helped nor hindered my hair or scalp, made absolutely no difference (except for the banana smell). Don't waste your money.",B00006L9LC
51,"01 31, 2018",5.0,I love how soft this makes my skin and the scent is amazing. When my local stored are out I can always get it at Amazon,B00006L9LC
52,"01 6, 2018",5.0,Love this perfume. Light and feminine and doesn't give me a headache like many other fragrances.,B00006L9LC
53,"12 26, 2017",5.0,Love this product because of the way it makes my hair feel and look.,B00006L9LC
54,"11 6, 2017",5.0,"I was using this shampoo from six years and found helpful restoring hair and reducing dryness of psoriasis.
But it was discontinued from three years .Why I don't know .Then I used other psoriasis  shampoos ,which didn't help .scalp still dry and hair falling down. I bought on line but came in small bottle and was costly, and was looks like doublicate not the real.",B00006L9LC
55,"11 3, 2017",5.0,I love this shampoo!!!!!!,B00006L9LC
56,"10 1, 2017",5.0,I have an Airbnb.  This is perfect for guests.  The price is right and I can provide shampoo with little waist.  I appreciate this product,B00006L9LC
57,"09 28, 2017",5.0,Husband loves it.... Uses it to wash his locs,B00006L9LC
58,"09 21, 2017",5.0,Love this shampoo.  I have been using it for years...keeps the yellow out of gray hair.,B00006L9LC
59,"09 14, 2017",5.0,love this shampoo,B00006L9LC
60,"09 6, 2017",5.0,"Great ingredients, but didn't agree with my skin",B00006L9LC
61,"08 21, 2017",5.0,love it. will continue to use all products from herline,B00006L9LC
62,"08 11, 2017",5.0,"Very nice scrub. Not walnut or random shell pieces acting as your physical exfoliant in this product! Neither does it use plastic microbeads. Definitely cleans my face when I need to get rid of flaky skin, but it does not leave my skin tight or dry. Instead, my skin is soft and smooth - but not irritated, (I know this because my skin is not red, especially considering certain sections of my face still have healing blemishes). Will try the hair care products soon.",B00006L9LC
63,"08 2, 2017",5.0,I bought this shampoo to go in wedding guest gift bags who are joining us on a cruise. I wanted something that was natural and this little tube of shampoo fit the bill. I also recieved an email from the company thanking me for my purchase and thought that was a nice customer service touch. I will definitely be exploring their other products and recommend this company.,B00006L9LC
64,"07 22, 2017",5.0,My husband loves this soap and I love how it makes him smell. Worth the dollars!,B00006L9LC
65,"07 11, 2017",5.0,My scalp randomly starts hating any kind of product being on it and retaliates by going crazy with eczema like symptoms that seems to last forever. This is the only shampoo and conditioner that I have found that doesn't make my scalp cranky...It's a good product!,B00006L9LC
66,"06 28, 2017",5.0,"I weirdly got this at a Dave & Buster's in Culver City with game tickets the first time I tried it. I had never worn powder before. That was two years ago, and I continue to wear this powder every day. It makes my complexion look so even and hides the redness I get after drinking too much coffee. Highly recommend!",B00006L9LC
67,"06 23, 2017",5.0,Excellent product.,B00006L9LC
68,"06 17, 2017",5.0,thanks,B00006L9LC
69,"06 17, 2017",5.0,This is one of the BEST shampoos for swimmers. I always got complements on my hair since I started using this product. Unavailable now.,B00006L9LC
70,"06 9, 2017",5.0,"It's Bare Escentuals, 'nuff said!",B00006L9LC
71,"06 1, 2017",4.0,nice,B00006L9LC
72,"05 30, 2017",5.0,"Very pleased
  Nice assortment",B00006L9LC
73,"05 19, 2017",5.0,"This is so handy and unique! Comes in a protective pouch, and with an extra refil. Seems like it will last a long time for those who just like a little dab of a beautiful scent.",B00006L9LC
74,"05 15, 2017",5.0,Use regularly. love this product.,B00006L9LC
75,"05 13, 2017",5.0,Great,B00006L9LC
76,"05 10, 2017",5.0,"Biolage is a great product.
Thank you for providing the product for me.
All Biolage products are wonderful.
Thank you!",B00006L9LC
77,"05 6, 2017",5.0,"This pressed powder goes on like silk, so light weight but covers well. I don't like to use a heavy powder that shows all the wrinkles, this one is just right!",B00006L9LC
78,"05 4, 2017",5.0,"This is just adorable compact fragrance. It comes in a gorgeous silver compact. A cute carry pouch. And to my surprise- a refill. I am Uber pleased with this purchase. Oh and the D&G Lifht Blue is one of my forever favorite fragrances.

Love",B00006L9LC
79,"04 28, 2017",5.0,What the hubby wanted,B00006L9LC
80,"04 25, 2017",5.0,"Took care of my flaky scalp, a problem I've had for years.",B00006L9LC
81,"04 17, 2017",5.0,"This and the matching conditioner saved my scalp. My hair was falling out due to a very dry scalp. Nothing else I tried would cure my issue. My head literally hurt. After one use, my scalp had real relief. My hair looks beautiful after just two washes. I'm definitely going to buy this again. The smell is not great, but you'll look past it to save your scalp. It is one of the only products that is 100% truly organic. No added chemicals. Very gentle and effective. I highly recommend this product.",B00006L9LC
82,"04 7, 2017",4.0,Have been using the product since I got my first as a gift and I like it.  I have dry coarse hair and it helps to soften it and take away the dullness.,B00006L9LC
83,"04 6, 2017",5.0,This set is awesome! I bought one for myself and bought a second one as a gift! Good scents and a good price.,B00006L9LC
84,"04 5, 2017",5.0,"This body wash smells amazing. Let me see how to describe ""amazing"" as a scent. It smells like you just showered in a botanical garden on a beautiful spring day.  Plus your skin feels silky smooth thereafter.",B00006L9LC
85,"04 3, 2017",5.0,Great product,B00006L9LC
86,"03 26, 2017",5.0,"Frequently get compliments on my beautiful shiny hair, great shampoo",B00006L9LC
87,"03 23, 2017",5.0,Love this product. Cleans hair quickly and leaves hair soft.,B00006L9LC
88,"03 22, 2017",5.0,Best shampoo/conditioner hands down,B00006L9LC
89,"03 20, 2017",5.0,love it,B00006L9LC
90,"03 17, 2017",5.0,Excellent product.  The package arrived quickly in perfect condition.  I definitely recommend this product  and this particular seller.,B00006L9LC
91,"03 12, 2017",5.0,"Very pleased with Uhuru Naturals Hair Growth Shampoo.  It stopped my hair loss, and adds volume.  My hair has even developed waves that it never had before, plus it's soft and silky. I'll certainly buy more of this excellent shampoo when I finish the bottle I have now.  I've already recommended it to friends. This shampoo is gentle to my baby fine hair and leaves it really clean.",B00006L9LC
92,"03 9, 2017",4.0,Very happy with my first time using it my hair was manageable,B00006L9LC
93,"03 9, 2017",5.0,Love this shampoo. Just wish Axe still made it.,B00006L9LC
94,"03 5, 2017",5.0,Smells great!! Thanks for the fast delivery!,B00006L9LC
95,"02 28, 2017",5.0,These are my favorite eye shadows! Box even comes with instructions. Love it!,B00006L9LC
96,"02 28, 2017",5.0,"Love Love Love, Very hard to find",B00006L9LC
97,"02 26, 2017",5.0,Nice light mousse.  Gives some control to old gray wild hair.,B00006L9LC
98,"02 24, 2017",5.0,Wife uses this cream always. Hard to get.,B00006L9LC
99,"02 15, 2017",5.0,Also a very good product,B00006L9LC
100,"02 14, 2017",5.0,Excellent product,B00006L9LC
101,"02 6, 2017",5.0,Best stuff on earth for your hair!,B00006L9LC
102,"02 3, 2017",5.0,Love this cream. I have been using it for over 6 years and will continue to use it as long as it is available. I LOVE it!!!,B00006L9LC
103,"02 2, 2017",5.0,My favorite powder!,B00006L9LC
104,"02 1, 2017",5.0,I have really sensitive skin therefore never was able to use any type of scrub all my life.  But a friend advice me to try this one because my skin started to smell pretty bad during certain  times of the month.  Causes no irritation and I was able to use it everyday.  Seems to get rid of the oily smell from my face.,B00006L9LC
105,"02 1, 2017",5.0,Excellent Amla powder! Very fresh and edible quality. You need be little competitive on the price though.,B00006L9LC
106,"01 31, 2017",5.0,Highly recommend,B00006L9LC
107,"01 31, 2017",5.0,gives a nice body to thin hair.,B00006L9LC
108,"01 25, 2017",5.0,I can't live without this shampoo!,B00006L9LC
109,"01 23, 2017",4.0,Love this stuff.,B00006L9LC
110,"01 21, 2017",5.0,"This shampoo is so refreshing! I love how clean and tingly it makes my scalp feel, and it smells really good, too!",B00006L9LC
111,"01 20, 2017",5.0,Love it,B00006L9LC
112,"01 16, 2017",5.0,Great product!  This is a wonderful addition to any dopp kit to keep your face lettuce looking sharp.,B00006L9LC
113,"01 16, 2017",5.0,Great product... just what I wanted.  Works great and very stylish.,B00006L9LC
114,"01 15, 2017",5.0,My male roommate and I both love this shampoo! My hair looks healthy and never dry or frizzy when I use it consistently. All the Theorie products I have used have been excellent and do exactly what they promise. I would recommend it to anyone!,B00006L9LC
115,"01 15, 2017",5.0,Google the uses and you will be a buyer.,B00006L9LC
116,"01 13, 2017",5.0,"Great price!  Product received exactly as described, in perfect condition and  on time.  Thank You",B00006L9LC
117,"01 7, 2017",5.0,Great comb! Very well made and the wood even has a nice scent. Pairs well with Northern Fir's beard oil!,B00006L9LC
118,"01 5, 2017",5.0,This is one of the most beautiful lotions I have ever used. Compliments on a daily basis! It is so soft and smooth. Love it!,B00006L9LC
119,"01 5, 2017",5.0,Great product and good service.,B00006L9LC
120,"12 29, 2016",5.0,"I'm 63 with still nice hair but so much less than when I was younger, before menopause, so I bought both the shampoo and this conditioner to help strengthen and grow my hair possibly thicker again...the shampoo made my hair feel so stiff it was hard to push my fingers thru my scalp, I wasn't happy, but rinsed and put in this conditioner..........WOW..... my hair turned into silk.....my scalp felt cool like there is mint in the conditioner.....hope it works, I will stick it out because of the conditioner.....I also never understand when a company make the shampoo bottle larger than the conditioner bottle...we all use more conditioner than shampoo, ..i will update in a couple of months",B00006L9LC
121,"12 26, 2016",5.0,"love this shampoo, came very quickly, thank you.",B00006L9LC
122,"12 20, 2016",5.0,Eau de Hadrien is my favorite of the Annick Goutal line & the lotion is lovely.,B00006L9LC
123,"12 19, 2016",5.0,"Christmas present.
My son loves the variety. Inviting look.
Efficient packaging. Arrived in a few days.  :)",B00006L9LC
124,"12 15, 2016",5.0,Great,B00006L9LC
125,"12 14, 2016",5.0,I appreciate craftsmanship and Northern Fir provided that with this comb. Great relic for any man who appreciates the finer things in life. I use it for my hair and have no issues what-so-ever. Thanks!,B00006L9LC
126,"12 14, 2016",5.0,Great product!,B00006L9LC
127,"12 12, 2016",5.0,I have been using this shampoo for a long time and was happy to have it available to me a 4 pack; to me it's the best shampoo available,B00006L9LC
128,"12 9, 2016",5.0,I love this product. Really makes my hair moisturized and silky,B00006L9LC
129,"12 8, 2016",5.0,This is a great product. I have been using it since two years ago. It is very gentle on your hair!,B00006L9LC
130,"12 6, 2016",5.0,Great product and fast service.,B00006L9LC
131,"11 24, 2016",5.0,"Looks very well-made and colors are rich.  A bit larger than I expected (shame on me for not looking at dimensions), but I think it will look lovely in my daughter's hair.",B00006L9LC
132,"11 18, 2016",5.0,This product works very well for me. I have tried so many things for straightening my hair. I use various creams and lotions while my hair is wet but I use this after I blowdry and before I flat iron.. My hair is curly (super curly at my scalp and very frizzy through the body of my hair). I have a lot of hair but it is thin and fine in texture. Before I flatiron I mist this all over my head. Be cautious not to overdo it or spray to close.  Even though looks like a big can of hairspray it is a spray shine that elimates frizz and makes your hair smooth and soft. 3 cans will last me an eternity but the price was great and a must have any time I straighten my hair,B00006L9LC
133,"11 14, 2016",5.0,always good to freshen up when traveling,B00006L9LC
134,"11 14, 2016",5.0,"Great smell and good product. I don't know that it moisturizes our daughters hair as much as we'd like, but the Tangle Taming Conditioner is a good follow-up for this shampoo.",B00006L9LC
135,"11 14, 2016",5.0,"Smells incredible...almost a musk, deep scent. Lathers very well. You feel clean all day!",B00006L9LC
136,"11 13, 2016",5.0,I like this shampoo. It makes my hair feel nice and soft. I'm in my 50's and on medication. So my hair always feels dry. But when i use this shampoo it makes my hair so much softer.,B00006L9LC
137,"11 12, 2016",5.0,"Purchased this for my wife, she loves the product.  She uses it very night, can see a difference in her skin.",B00006L9LC
138,"11 5, 2016",5.0,Very nice fragrance.,B00006L9LC
139,"11 2, 2016",5.0,makes hair smell really good,B00006L9LC
140,"10 30, 2016",5.0,I really like the way this product  enhances my hair's natural curl without being sticky.  Lightweight and non-greasy.,B00006L9LC
141,"10 26, 2016",5.0,To me this shampoo has to best smell. It cleans very well without drying my hair out. My favorite shampoo.,B00006L9LC
142,"10 25, 2016",5.0,"Great stuff, wish I could find more",B00006L9LC
143,"10 22, 2016",5.0,Love this shampoo! Recommended by a friend! Color really lasts!,B00006L9LC
144,"10 20, 2016",5.0,ive been using this cleanser for a few years now. i only found it in korea and brought a few tubes every time i visit (once a year). gentle but gets all the crap off. so happy to see it available stateside now.,B00006L9LC
145,"10 19, 2016",5.0,"So excited to see this on amazon! I found this hem while traveling and couldn't find it anywhere when I got him, this scrub is seriously the best. Gentle and effective.",B00006L9LC
146,"10 17, 2016",5.0,Good Stuff!,B00006L9LC
147,"10 11, 2016",5.0,Love this stuff - i'm on my second order. Started to get thinning hair. now there's whisps where there wasn't any and hair feels thicker all over.,B00006L9LC
148,"10 11, 2016",5.0,Best stuff ever!  Makes my hair less frizzy when using with a flat iron.  Makes it soft & silky.  Highly recommend!,B00006L9LC
149,"10 3, 2016",5.0,I love the smell of this body wash! It doesn't dry out my skin either!,B00006L9LC
150,"09 27, 2016",5.0,best for keratin treatments,B00006L9LC
151,"09 21, 2016",4.0,It worked very well i disliked nothing,B00006L9LC
152,"09 19, 2016",5.0,Received product in a timely fashion and am pleased.,B00006L9LC
153,"09 13, 2016",5.0,By far the BEST shampoo and conditioner I have used.  As someone with very thick and dry hair it has given me back the shine and texture I craved.,B00006L9LC
154,"09 11, 2016",5.0,"This has helped my hair more than any other product I've tried. I went from red back to blonde and the stylist I was seeing FRIED my hair. Literally told me ""no charge for the chemical cut!"" and laughed. It's been an entire year of hair rehab and this is the only stuff that's worked. I've tried Kerastase, PHYTO and Davines. The Davines conditioner was great, the shampoo not so much. So I switched back to Theorie.",B00006L9LC
155,"09 5, 2016",5.0,Seems to work as usual.,B00006L9LC
156,"09 2, 2016",3.0,"This product is a great deal. They don't sell this in the salon anymore, you can only find it online. It is a great product if you are looking for a shine. It did not work well as an anti-frizz product.",B00006L9LC
157,"08 30, 2016",5.0,Leaves your hair full of volume and smells great,B00006L9LC
158,"08 26, 2016",5.0,My son also likes this,B00006L9LC
159,"08 25, 2016",5.0,Perfect size.,B00006L9LC
160,"08 24, 2016",5.0,"Love  the scent and it work better than any other mousse I have used. it makes my hair look natural, not stiff. My hair is shinier and fuller. Great stuff.",B00006L9LC
161,"08 12, 2016",5.0,"Used for years, it has DHT blocker",B00006L9LC
162,"08 9, 2016",5.0,Great Product; does wonders for colored treated hair.,B00006L9LC
163,"07 31, 2016",5.0,I love it! I wish the conditioner was still available,B00006L9LC
164,"07 31, 2016",5.0,It makes your scalp tingle and does a great job of cleaning your hair.,B00006L9LC
165,"07 29, 2016",5.0,This keeps my silver hair looking silvery (rather than yellow).  I reorder this on a regular basis.,B00006L9LC
166,"07 26, 2016",5.0,Great fragrance and product.  Will purchase again.,B00006L9LC
167,"07 26, 2016",5.0,I like the way it cools my head and cleans my hair,B00006L9LC
168,"07 25, 2016",5.0,Smells very nice.,B00006L9LC
169,"07 25, 2016",4.0,"Been using this for years. Cheaper to buy this little bulk of 3 than in a single. I use these especially on humid or rainy days as I have hair that will go nuts, frizz & grow as the day goes along on these types of days. Don't use too much though because it will give a greasy look if overdone.",B00006L9LC
170,"07 21, 2016",5.0,Fantastic Product.  Been using it for years! You'll want to use it will the conditioner as well.,B00006L9LC
171,"07 19, 2016",5.0,"I really wish Redken had not discontinued this product, it is such a great product and now I will need to find a long term replacement :(",B00006L9LC
172,"07 19, 2016",4.0,This shampoo and conditioner leave my hair in great condition. I've just started using it so I cannot tell whether or not it will stimulate hair growth.,B00006L9LC
173,"07 18, 2016",5.0,I love musk cologne and it is not easy to find so I bought these.  I like all the scents but the original musk is my favorite.,B00006L9LC
174,"07 14, 2016",5.0,"For months i was waiting the product to come back for sale.
When i saw it is available again i bought 2!!
It was a good choice.
I searched a lot for an organic kid hair gel, and i did not find a better one.
Holds my son hair for hours. I know it is a lit expensive, but worth it.",B00006L9LC
175,"07 14, 2016",5.0,just what I wanted and at a great price,B00006L9LC
176,"07 14, 2016",5.0,Love this stuff! Works great when flat ironing my hair and it smells great!,B00006L9LC
177,"07 14, 2016",4.0,"Perfect for a pleasant ""all day essence""!",B00006L9LC
178,"07 14, 2016",5.0,My hair is softer with less frizz after blow drying.,B00006L9LC
179,"07 13, 2016",5.0,Works great!,B00006L9LC
180,"07 12, 2016",5.0,Love the this 2-1 shampoo and conditioner.  Does wonders for my hair and enjoy using it.,B00006L9LC
181,"07 11, 2016",5.0,"My daughter is thrilled with this flat iron.  She's been asking for a ceramic flat iron for a while now and I couldn't pass up the opportunity to try this.  She is pleased with how it flattens out her hair.

I received this product for free or at a discounted rate in exchange for product testing and review. I am under no obligation to provide a positive review and received no incentives or rewards for doing so. My goal is to highlight features and drawbacks that I would want to know about as a buyer, not hype the product for the manufacturer to increase sales. My remarks are sincere and true. I work very hard trying to write insightful and thoughtful reviews for each item. I hope that these reviews are helpful to others. While it is true that many items are received at discounted rates or complimentary, my reviews are completely unbiased as well as honest and are my personal experiences and opinion of the product. Once again, it is just my own opinion and experience with the product, your own opinion and experience may vary. I received no monetary compensation and am not required to give a good review. This disclosure is in accordance with the Federal Trade Commission Guidelines on Testimony and Advertising.",B00006L9LC
182,"07 10, 2016",5.0,"I am an avid hair-straightener. I bought this to serve as my travel straightener, and it will actually become my daily user. It is so sleek and nice. The plates do not grab hair, making it easy to quickly run through my hair. I love how quickly it heats up and the digital temperature gauge is great. I have thinner hair so this is perfect to adjust the heat just right. I highly recommend this product. It is compact and easy to store away. Also comes with a heat glove. Although I do not use one, it is nice to have an an option just in case. Zero complaints! I received this product at a discounted rate in exchange for an honest review.",B00006L9LC
183,"07 8, 2016",4.0,"good, happy with the product and price",B00006L9LC
184,"07 6, 2016",5.0,Would not use any other conditioner.  I use it at least every 2 weeks to keep my white hair shining and healthy!,B00006L9LC
185,"07 6, 2016",4.0,"The silver shampoo I had been using is no longer available, so I tried this. It does a great job as far as color goes but didn't leave my hair as soft. I have very thick coarse hair and it's hard to find a product to soften it. Overall I'm very pleased, especially for the cost.",B00006L9LC
186,"07 4, 2016",5.0,"Yeah, the huge size!!!  This stuff has changed my naturally curly hair!",B00006L9LC
187,"07 2, 2016",5.0,Miami is my favorite,B00006L9LC
188,"06 29, 2016",5.0,I have used this product for years. It is the only one that controls the frizz on humid days.,B00006L9LC
189,"06 27, 2016",5.0,"This is a great help for fine hair, I've used it for three years and it really makes a difference !",B00006L9LC
190,"06 23, 2016",5.0,The shampoo and conditioner both work very well. My hair feels softer and looks fuller.  I'm very happy with it,B00006L9LC
191,"06 21, 2016",5.0,"Great product. Thick, concentrated, worth the investment.",B00006L9LC
192,"06 18, 2016",5.0,"Love this shampoo. I first bought it years ago from Sally's Beauty Supply. I have very coarse hair. It leaves it silky smooth and feels like I don't even need conditioner,  which is a first. I like that it doesn't contain phosphates, because that's not something I want to have to worry about. I'm definitely going to purchase this again. Great shampoo!",B00006L9LC
193,"06 13, 2016",5.0,All of the different colognes and the price.,B00006L9LC
194,"06 10, 2016",5.0,"Great product , price and fast shipping",B00006L9LC
195,"06 7, 2016",5.0,Love this shampoo for my fine hair....gives great volume!,B00006L9LC
196,"05 31, 2016",5.0,I don't know if it really works yet but smells great n my hair looks good too.,B00006L9LC
197,"05 28, 2016",5.0,Great for the price,B00006L9LC
